starttime	seconds	ctime	dtime	ttime	wait
Mon Oct 03 20:52:30 2022	1664797950	0	1180	1180	1180
Mon Oct 03 20:52:37 2022	1664797957	0	1180	1180	1180
Mon Oct 03 20:52:43 2022	1664797963	0	1181	1181	1180
Mon Oct 03 20:52:43 2022	1664797963	0	1181	1181	1181
Mon Oct 03 20:52:39 2022	1664797959	0	1181	1181	1181
Mon Oct 03 20:52:41 2022	1664797961	0	1181	1181	1181
Mon Oct 03 20:52:24 2022	1664797944	0	1181	1181	1181
Mon Oct 03 20:52:38 2022	1664797958	0	1182	1182	1181
Mon Oct 03 20:52:37 2022	1664797957	0	1182	1182	1182
Mon Oct 03 20:52:34 2022	1664797954	0	1182	1182	1181
Mon Oct 03 20:52:38 2022	1664797958	0	1182	1182	1182
Mon Oct 03 20:52:37 2022	1664797957	0	1183	1183	1182
Mon Oct 03 20:52:34 2022	1664797954	0	1183	1183	1183
Mon Oct 03 20:52:43 2022	1664797963	0	1184	1184	1183
Mon Oct 03 20:52:38 2022	1664797958	0	1184	1184	1184
Mon Oct 03 20:52:43 2022	1664797963	0	1185	1185	1184
Mon Oct 03 20:52:34 2022	1664797954	0	1185	1185	1185
Mon Oct 03 20:52:38 2022	1664797958	0	1185	1186	1185
Mon Oct 03 20:52:38 2022	1664797958	0	1186	1186	1185
Mon Oct 03 20:52:24 2022	1664797944	0	1186	1186	1186
Mon Oct 03 20:52:43 2022	1664797963	0	1187	1187	1186
Mon Oct 03 20:52:41 2022	1664797961	0	1187	1187	1187
Mon Oct 03 20:52:41 2022	1664797961	0	1187	1187	1187
Mon Oct 03 20:52:38 2022	1664797958	0	1187	1187	1187
Mon Oct 03 20:52:36 2022	1664797956	0	1187	1187	1187
Mon Oct 03 20:52:33 2022	1664797953	0	1187	1187	1187
Mon Oct 03 20:52:27 2022	1664797947	0	1188	1188	1187
Mon Oct 03 20:52:37 2022	1664797957	0	1188	1188	1188
Mon Oct 03 20:52:41 2022	1664797961	0	1189	1189	1189
Mon Oct 03 20:52:38 2022	1664797958	0	1189	1189	1189
Mon Oct 03 20:52:37 2022	1664797957	0	1189	1189	1189
Mon Oct 03 20:52:25 2022	1664797945	0	1189	1189	1189
Mon Oct 03 20:52:38 2022	1664797958	0	1189	1190	1189
Mon Oct 03 20:52:24 2022	1664797944	0	1190	1190	1189
Mon Oct 03 20:52:38 2022	1664797958	0	1190	1190	1190
Mon Oct 03 20:52:38 2022	1664797958	0	1191	1191	1190
Mon Oct 03 20:52:36 2022	1664797956	0	1191	1191	1191
Mon Oct 03 20:52:41 2022	1664797961	0	1191	1191	1191
Mon Oct 03 20:52:30 2022	1664797950	0	1191	1191	1191
Mon Oct 03 20:52:25 2022	1664797945	0	1191	1191	1191
Mon Oct 03 20:52:32 2022	1664797952	0	1192	1192	1191
Mon Oct 03 20:52:26 2022	1664797946	0	1192	1192	1191
Mon Oct 03 20:52:40 2022	1664797960	0	1192	1193	1192
Mon Oct 03 20:52:24 2022	1664797944	0	1192	1193	1192
Mon Oct 03 20:52:24 2022	1664797944	0	1193	1193	1192
Mon Oct 03 20:52:31 2022	1664797951	0	1193	1193	1193
Mon Oct 03 20:52:33 2022	1664797953	0	1193	1193	1193
Mon Oct 03 20:52:29 2022	1664797949	0	1193	1194	1193
Mon Oct 03 20:52:42 2022	1664797962	0	1194	1194	1193
Mon Oct 03 20:52:33 2022	1664797953	0	1194	1194	1194
Mon Oct 03 20:52:36 2022	1664797956	0	1194	1194	1194
Mon Oct 03 20:52:39 2022	1664797959	0	1195	1195	1194
Mon Oct 03 20:52:27 2022	1664797947	0	1195	1195	1195
Mon Oct 03 20:52:42 2022	1664797962	0	1197	1197	1196
Mon Oct 03 20:52:24 2022	1664797944	0	1198	1198	1197
Mon Oct 03 20:52:42 2022	1664797962	0	1198	1198	1198
Mon Oct 03 20:52:34 2022	1664797954	0	1199	1199	1198
Mon Oct 03 20:52:27 2022	1664797947	0	1199	1199	1199
Mon Oct 03 20:52:43 2022	1664797963	0	1199	1199	1199
Mon Oct 03 20:52:34 2022	1664797954	0	1199	1200	1199
Mon Oct 03 20:52:28 2022	1664797948	0	1200	1200	1200
Mon Oct 03 20:52:30 2022	1664797950	0	1201	1201	1201
Mon Oct 03 20:52:39 2022	1664797959	0	1201	1201	1201
Mon Oct 03 20:52:43 2022	1664797963	0	1202	1202	1202
Mon Oct 03 20:52:43 2022	1664797963	0	1204	1204	1203
Mon Oct 03 20:52:34 2022	1664797954	0	1204	1204	1204
Mon Oct 03 20:52:34 2022	1664797954	0	1205	1205	1205
Mon Oct 03 20:52:36 2022	1664797956	0	1205	1205	1205
Mon Oct 03 20:52:41 2022	1664797961	0	1205	1205	1205
Mon Oct 03 20:52:30 2022	1664797950	0	1205	1205	1205
Mon Oct 03 20:52:28 2022	1664797948	0	1205	1205	1205
Mon Oct 03 20:52:28 2022	1664797948	0	1206	1206	1206
Mon Oct 03 20:52:37 2022	1664797957	0	1206	1206	1206
Mon Oct 03 20:52:25 2022	1664797945	0	1206	1207	1206
Mon Oct 03 20:52:33 2022	1664797953	0	1207	1207	1206
Mon Oct 03 20:52:29 2022	1664797949	0	1207	1207	1207
Mon Oct 03 20:52:42 2022	1664797962	0	1207	1207	1207
Mon Oct 03 20:52:31 2022	1664797951	0	1207	1207	1207
Mon Oct 03 20:52:39 2022	1664797959	0	1207	1207	1207
Mon Oct 03 20:52:37 2022	1664797957	0	1207	1207	1207
Mon Oct 03 20:52:43 2022	1664797963	0	1208	1208	1207
Mon Oct 03 20:52:43 2022	1664797963	0	1208	1208	1208
Mon Oct 03 20:52:38 2022	1664797958	0	1209	1209	1208
Mon Oct 03 20:52:42 2022	1664797962	0	1209	1210	1209
Mon Oct 03 20:52:43 2022	1664797963	0	1210	1210	1210
Mon Oct 03 20:52:38 2022	1664797958	0	1210	1210	1210
Mon Oct 03 20:52:24 2022	1664797944	0	1212	1212	1211
Mon Oct 03 20:52:42 2022	1664797962	0	1212	1212	1212
Mon Oct 03 20:52:37 2022	1664797957	0	1212	1212	1212
Mon Oct 03 20:52:31 2022	1664797951	0	1212	1212	1212
Mon Oct 03 20:52:30 2022	1664797950	0	1212	1212	1212
Mon Oct 03 20:52:30 2022	1664797950	0	1212	1212	1212
Mon Oct 03 20:52:38 2022	1664797958	0	1214	1214	1214
Mon Oct 03 20:52:27 2022	1664797947	0	1214	1214	1214
Mon Oct 03 20:52:43 2022	1664797963	0	1214	1214	1214
Mon Oct 03 20:52:38 2022	1664797958	0	1214	1214	1214
Mon Oct 03 20:52:42 2022	1664797962	0	1214	1214	1214
Mon Oct 03 20:52:36 2022	1664797956	0	1215	1215	1215
Mon Oct 03 20:52:28 2022	1664797948	0	1215	1215	1215
Mon Oct 03 20:52:30 2022	1664797950	0	1215	1215	1215
Mon Oct 03 20:52:36 2022	1664797956	0	1216	1216	1215
Mon Oct 03 20:52:34 2022	1664797954	0	1217	1217	1217
Mon Oct 03 20:52:28 2022	1664797948	0	1219	1219	1219
Mon Oct 03 20:52:37 2022	1664797957	0	1219	1219	1219
Mon Oct 03 20:52:26 2022	1664797946	0	1219	1219	1219
Mon Oct 03 20:52:36 2022	1664797956	0	1220	1220	1219
Mon Oct 03 20:52:35 2022	1664797955	0	1220	1220	1220
Mon Oct 03 20:52:34 2022	1664797954	0	1220	1221	1220
Mon Oct 03 20:52:38 2022	1664797958	0	1221	1221	1220
Mon Oct 03 20:52:37 2022	1664797957	0	1221	1221	1221
Mon Oct 03 20:52:36 2022	1664797956	0	1223	1223	1223
Mon Oct 03 20:52:38 2022	1664797958	0	1223	1224	1223
Mon Oct 03 20:52:25 2022	1664797945	0	1224	1225	1224
Mon Oct 03 20:52:38 2022	1664797958	0	1225	1225	1225
Mon Oct 03 20:52:38 2022	1664797958	0	1226	1226	1225
Mon Oct 03 20:52:34 2022	1664797954	0	1226	1226	1226
Mon Oct 03 20:52:42 2022	1664797962	0	1227	1227	1227
Mon Oct 03 20:52:29 2022	1664797949	0	1227	1227	1227
Mon Oct 03 20:52:38 2022	1664797958	0	1227	1227	1227
Mon Oct 03 20:52:26 2022	1664797946	0	1228	1228	1227
Mon Oct 03 20:52:42 2022	1664797962	0	1228	1228	1227
Mon Oct 03 20:52:42 2022	1664797962	0	1228	1228	1228
Mon Oct 03 20:52:32 2022	1664797952	0	1228	1228	1228
Mon Oct 03 20:52:38 2022	1664797958	0	1229	1229	1228
Mon Oct 03 20:52:34 2022	1664797954	0	1229	1229	1229
Mon Oct 03 20:52:40 2022	1664797960	0	1229	1230	1229
Mon Oct 03 20:52:38 2022	1664797958	0	1230	1231	1230
Mon Oct 03 20:52:38 2022	1664797958	0	1231	1231	1230
Mon Oct 03 20:52:37 2022	1664797957	0	1231	1231	1230
Mon Oct 03 20:52:26 2022	1664797946	0	1231	1231	1231
Mon Oct 03 20:52:24 2022	1664797944	0	1231	1231	1231
Mon Oct 03 20:52:42 2022	1664797962	0	1232	1232	1232
Mon Oct 03 20:52:26 2022	1664797946	0	1232	1232	1232
Mon Oct 03 20:52:41 2022	1664797961	0	1232	1232	1232
Mon Oct 03 20:52:29 2022	1664797949	0	1233	1233	1232
Mon Oct 03 20:52:33 2022	1664797953	0	1233	1233	1233
Mon Oct 03 20:52:27 2022	1664797947	0	1233	1234	1233
Mon Oct 03 20:52:33 2022	1664797953	0	1234	1234	1234
Mon Oct 03 20:52:38 2022	1664797958	0	1235	1235	1234
Mon Oct 03 20:52:37 2022	1664797957	0	1236	1236	1235
Mon Oct 03 20:52:28 2022	1664797948	0	1236	1236	1236
Mon Oct 03 20:52:36 2022	1664797956	0	1236	1237	1236
Mon Oct 03 20:52:26 2022	1664797946	0	1237	1237	1237
Mon Oct 03 20:52:28 2022	1664797948	0	1237	1237	1237
Mon Oct 03 20:52:38 2022	1664797958	0	1239	1239	1238
Mon Oct 03 20:52:42 2022	1664797962	0	1239	1239	1239
Mon Oct 03 20:52:37 2022	1664797957	0	1239	1240	1239
Mon Oct 03 20:52:42 2022	1664797962	0	1239	1240	1239
Mon Oct 03 20:52:37 2022	1664797957	0	1241	1241	1240
Mon Oct 03 20:52:34 2022	1664797954	0	1241	1241	1241
Mon Oct 03 20:52:37 2022	1664797957	0	1241	1241	1241
Mon Oct 03 20:52:38 2022	1664797958	0	1242	1242	1242
Mon Oct 03 20:52:34 2022	1664797954	0	1243	1243	1243
Mon Oct 03 20:52:42 2022	1664797962	0	1243	1244	1243
Mon Oct 03 20:52:42 2022	1664797962	0	1244	1244	1244
Mon Oct 03 20:52:38 2022	1664797958	0	1244	1244	1243
Mon Oct 03 20:52:28 2022	1664797948	0	1245	1245	1245
Mon Oct 03 20:52:38 2022	1664797958	0	1246	1246	1246
Mon Oct 03 20:52:35 2022	1664797955	0	1246	1246	1246
Mon Oct 03 20:52:42 2022	1664797962	0	1247	1248	1247
Mon Oct 03 20:52:24 2022	1664797944	0	1248	1248	1247
Mon Oct 03 20:52:34 2022	1664797954	0	1248	1248	1248
Mon Oct 03 20:52:42 2022	1664797962	0	1249	1249	1249
Mon Oct 03 20:52:27 2022	1664797947	0	1249	1250	1249
Mon Oct 03 20:52:27 2022	1664797947	0	1249	1250	1249
Mon Oct 03 20:52:42 2022	1664797962	0	1250	1251	1250
Mon Oct 03 20:52:38 2022	1664797958	0	1253	1253	1253
Mon Oct 03 20:52:29 2022	1664797949	0	1254	1254	1253
Mon Oct 03 20:52:37 2022	1664797957	0	1254	1254	1254
Mon Oct 03 20:52:43 2022	1664797963	0	1256	1256	1256
Mon Oct 03 20:52:37 2022	1664797957	0	1256	1256	1256
Mon Oct 03 20:52:38 2022	1664797958	0	1256	1257	1256
Mon Oct 03 20:52:33 2022	1664797953	0	1257	1257	1257
Mon Oct 03 20:52:37 2022	1664797957	0	1259	1259	1259
Mon Oct 03 20:52:28 2022	1664797948	0	1260	1260	1260
Mon Oct 03 20:52:27 2022	1664797947	0	1261	1261	1260
Mon Oct 03 20:52:38 2022	1664797958	0	1262	1262	1261
Mon Oct 03 20:52:42 2022	1664797962	0	1262	1262	1262
Mon Oct 03 20:52:23 2022	1664797943	3	1260	1262	1259
Mon Oct 03 20:52:42 2022	1664797962	0	1262	1263	1262
Mon Oct 03 20:52:29 2022	1664797949	0	1264	1264	1264
Mon Oct 03 20:52:42 2022	1664797962	0	1265	1265	1265
Mon Oct 03 20:52:24 2022	1664797944	0	1267	1267	1266
Mon Oct 03 20:52:36 2022	1664797956	0	1267	1267	1267
Mon Oct 03 20:52:38 2022	1664797958	0	1267	1268	1267
Mon Oct 03 20:52:35 2022	1664797955	0	1267	1268	1267
Mon Oct 03 20:52:29 2022	1664797949	0	1267	1268	1267
Mon Oct 03 20:52:26 2022	1664797946	0	1268	1268	1268
Mon Oct 03 20:52:28 2022	1664797948	0	1268	1269	1268
Mon Oct 03 20:52:37 2022	1664797957	0	1269	1269	1268
Mon Oct 03 20:52:26 2022	1664797946	0	1271	1271	1270
Mon Oct 03 20:52:24 2022	1664797944	0	1271	1271	1271
Mon Oct 03 20:52:28 2022	1664797948	0	1271	1271	1271
Mon Oct 03 20:52:40 2022	1664797960	0	1271	1272	1271
Mon Oct 03 20:52:35 2022	1664797955	0	1272	1272	1272
Mon Oct 03 20:52:42 2022	1664797962	0	1272	1272	1272
Mon Oct 03 20:52:40 2022	1664797960	0	1273	1273	1273
Mon Oct 03 20:52:36 2022	1664797956	0	1273	1273	1273
Mon Oct 03 20:52:38 2022	1664797958	0	1273	1274	1273
Mon Oct 03 20:52:23 2022	1664797943	3	1272	1274	1271
Mon Oct 03 20:52:29 2022	1664797949	0	1274	1275	1274
Mon Oct 03 20:52:24 2022	1664797944	0	1275	1275	1275
Mon Oct 03 20:52:29 2022	1664797949	0	1276	1276	1276
Mon Oct 03 20:52:29 2022	1664797949	0	1276	1276	1276
Mon Oct 03 20:52:42 2022	1664797962	0	1279	1279	1279
Mon Oct 03 20:52:40 2022	1664797960	0	1280	1280	1279
Mon Oct 03 20:52:37 2022	1664797957	0	1280	1280	1280
Mon Oct 03 20:52:38 2022	1664797958	0	1281	1281	1280
Mon Oct 03 20:52:25 2022	1664797945	0	1281	1282	1281
Mon Oct 03 20:52:24 2022	1664797944	0	1285	1285	1284
Mon Oct 03 20:52:29 2022	1664797949	0	1285	1285	1285
Mon Oct 03 20:52:29 2022	1664797949	0	1286	1286	1286
Mon Oct 03 20:52:23 2022	1664797943	3	1284	1287	1284
Mon Oct 03 20:52:29 2022	1664797949	0	1288	1288	1287
Mon Oct 03 20:52:23 2022	1664797943	3	1285	1288	1285
Mon Oct 03 20:52:26 2022	1664797946	0	1289	1289	1289
Mon Oct 03 20:52:27 2022	1664797947	0	1290	1290	1290
Mon Oct 03 20:52:29 2022	1664797949	0	1291	1291	1291
Mon Oct 03 20:52:27 2022	1664797947	0	1292	1292	1292
Mon Oct 03 20:52:25 2022	1664797945	0	1292	1292	1292
Mon Oct 03 20:52:38 2022	1664797958	0	1293	1293	1293
Mon Oct 03 20:52:26 2022	1664797946	0	1293	1294	1293
Mon Oct 03 20:52:40 2022	1664797960	0	1294	1294	1293
Mon Oct 03 20:52:34 2022	1664797954	0	1294	1294	1294
Mon Oct 03 20:52:38 2022	1664797958	0	1294	1294	1294
Mon Oct 03 20:52:38 2022	1664797958	0	1296	1297	1296
Mon Oct 03 20:52:23 2022	1664797943	3	1294	1297	1294
Mon Oct 03 20:52:26 2022	1664797946	0	1297	1297	1296
Mon Oct 03 20:52:38 2022	1664797958	0	1297	1298	1297
Mon Oct 03 20:52:39 2022	1664797959	0	1299	1300	1299
Mon Oct 03 20:52:25 2022	1664797945	0	1300	1300	1300
Mon Oct 03 20:52:29 2022	1664797949	0	1300	1301	1300
Mon Oct 03 20:52:27 2022	1664797947	0	1301	1301	1301
Mon Oct 03 20:52:27 2022	1664797947	0	1302	1302	1301
Mon Oct 03 20:52:26 2022	1664797946	0	1303	1303	1302
Mon Oct 03 20:52:27 2022	1664797947	0	1303	1303	1303
Mon Oct 03 20:52:29 2022	1664797949	0	1303	1304	1303
Mon Oct 03 20:52:31 2022	1664797951	0	1304	1304	1304
Mon Oct 03 20:52:29 2022	1664797949	0	1306	1306	1306
Mon Oct 03 20:52:42 2022	1664797962	0	1310	1310	1309
Mon Oct 03 20:52:38 2022	1664797958	0	1311	1311	1311
Mon Oct 03 20:52:27 2022	1664797947	0	1312	1312	1312
Mon Oct 03 20:52:27 2022	1664797947	0	1314	1315	1314
Mon Oct 03 20:52:29 2022	1664797949	0	1315	1315	1315
Mon Oct 03 20:52:37 2022	1664797957	0	1317	1317	1317
Mon Oct 03 20:52:27 2022	1664797947	0	1319	1320	1319
Mon Oct 03 20:52:35 2022	1664797955	0	1320	1320	1320
Mon Oct 03 20:52:40 2022	1664797960	0	1322	1323	1322
Mon Oct 03 20:52:41 2022	1664797961	0	1326	1326	1325
Mon Oct 03 20:52:36 2022	1664797956	0	1326	1326	1325
Mon Oct 03 20:52:26 2022	1664797946	0	1327	1327	1327
Mon Oct 03 20:52:38 2022	1664797958	0	1327	1327	1327
Mon Oct 03 20:52:37 2022	1664797957	0	1329	1330	1329
Mon Oct 03 20:52:29 2022	1664797949	0	1334	1334	1333
Mon Oct 03 20:52:23 2022	1664797943	3	1335	1338	1335
Mon Oct 03 20:52:23 2022	1664797943	0	1340	1340	1340
Mon Oct 03 20:52:28 2022	1664797948	0	1341	1341	1341
Mon Oct 03 20:52:25 2022	1664797945	0	1345	1345	1345
Mon Oct 03 20:52:26 2022	1664797946	0	1346	1346	1346
Mon Oct 03 20:52:23 2022	1664797943	3	1346	1348	1345
Mon Oct 03 20:52:27 2022	1664797947	0	1352	1352	1352
Mon Oct 03 20:52:26 2022	1664797946	0	1352	1352	1352
Mon Oct 03 20:52:23 2022	1664797943	3	1351	1354	1350
Mon Oct 03 20:52:26 2022	1664797946	0	1355	1355	1354
Mon Oct 03 20:52:26 2022	1664797946	0	1361	1361	1361
Mon Oct 03 20:52:28 2022	1664797948	0	1361	1362	1361
Mon Oct 03 20:52:23 2022	1664797943	3	1360	1363	1360
Mon Oct 03 20:52:23 2022	1664797943	3	1360	1363	1360
Mon Oct 03 20:52:27 2022	1664797947	0	1363	1363	1363
Mon Oct 03 20:52:23 2022	1664797943	3	1363	1366	1363
Mon Oct 03 20:52:23 2022	1664797943	3	1364	1367	1364
Mon Oct 03 20:52:23 2022	1664797943	3	1367	1370	1367
Mon Oct 03 20:52:23 2022	1664797943	3	1368	1370	1368
Mon Oct 03 20:52:29 2022	1664797949	0	1371	1371	1371
Mon Oct 03 20:52:25 2022	1664797945	0	1373	1373	1372
Mon Oct 03 20:52:38 2022	1664797958	0	1375	1375	1375
Mon Oct 03 20:52:23 2022	1664797943	3	1375	1378	1375
Mon Oct 03 20:52:26 2022	1664797946	0	1378	1379	1378
Mon Oct 03 20:52:41 2022	1664797961	0	1381	1382	1381
Mon Oct 03 20:52:34 2022	1664797954	0	1389	1389	1389
Mon Oct 03 20:52:37 2022	1664797957	0	1390	1390	1390
Mon Oct 03 20:52:27 2022	1664797947	0	1391	1392	1391
Mon Oct 03 20:52:26 2022	1664797946	0	1392	1392	1392
Mon Oct 03 20:52:23 2022	1664797943	3	1397	1399	1397
Mon Oct 03 20:52:23 2022	1664797943	3	1398	1400	1397
Mon Oct 03 20:52:27 2022	1664797947	0	1400	1400	1400
Mon Oct 03 20:52:23 2022	1664797943	3	1399	1402	1398
Mon Oct 03 20:52:28 2022	1664797948	0	1408	1408	1408
Mon Oct 03 20:52:23 2022	1664797943	3	1418	1421	1418
Mon Oct 03 20:52:26 2022	1664797946	0	1444	1444	1444
